FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3015,Workforce Compliance,0,,GY 06,10,1353,EEO Investigator I,Annual,1,1,$61224.00,$61224.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3015,Workforce Compliance,0,,GY 06,10,1353,EEO Investigator I,Annual,2,1,$58284.00,$116568.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3015,Workforce Compliance,0,,GY 06,10,1353,EEO Investigator I,Annual,2,1,$55464.00,$110928.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3015,Workforce Compliance,0,,BX 12,20,1342,Senior Personnel Assistant,Annual,1,1,$42456.00,$42456.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3015,Workforce Compliance,0,,GY 05,20,1308,HR Generalist (DHR),Annual,1,1,$69324.00,$69324.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3015,Workforce Compliance,0,,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,$44520.00,$44520.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3015,Workforce Compliance,0,,3 00,9,0313,Assistant Commissioner,Annual,1,1,$80076.00,$80076.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3015,Workforce Compliance,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$9378.00,$9378.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3026,Information Services,4026,Records Management,1 00,9,9679,Deputy Commissioner,Annual,1,1,$125316.00,$125316.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3026,Information Services,4026,Records Management,BX 18,20,1309,Hr Records Administration Manager,Annual,1,1,$71772.00,$71772.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3026,Information Services,4026,Records Management,BX 12,20,1306,Hr Record Specialist,Annual,2,1,$54108.00,$108216.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3026,Information Services,4026,Records Management,BX 12,20,1306,Hr Record Specialist,Annual,2,1,$48852.00,$97704.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3026,Information Services,4026,Records Management,BX 12,20,1306,Hr Record Specialist,Annual,1,1,$42456.00,$42456.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3026,Information Services,4026,Records Management,BX 08,20,0430,Clerk III,Annual,1,1,$39096.00,$39096.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3026,Information Services,4026,Records Management,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$4943.00,$4943.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3026,Information Services,4027,Technical Programming,GY 08,20,0635,Senior Programmer/Analyst,Annual,3,1,$90288.00,$270864.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3035,Testing Services,4035,Employee Development,GY 08,20,1379,Testing Specialist,Annual,2,1,$68652.00,$137304.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3035,Testing Services,4035,Employee Development,GY 08,20,1379,Testing Specialist,Annual,2,1,$66768.00,$133536.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3035,Testing Services,4035,Employee Development,3 00,20,1371,Testing Manager,Annual,1,1,$96732.00,$96732.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3035,Testing Services,4035,Employee Development,GY 04,20,1370,Testing Administrator,Annual,1,1,$45684.00,$45684.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3035,Testing Services,4035,Employee Development,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$6059.00,$6059.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,1 00,9,9679,Deputy Commissioner,Annual,1,1,$116604.00,$116604.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,GY 08,20,1365,Classification and Compensation Analyst,Annual,3,1,$90288.00,$270864.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,GY 08,20,1365,Classification and Compensation Analyst,Annual,1,1,$66768.00,$66768.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,GY 08,20,1505,Senior Certification / Compliance Officer,Annual,1,1,$78396.00,$78396.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,GY 06,20,1311,Associate Classification and Compensation Analyst,Annual,1,1,$58284.00,$58284.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,$48852.00,$48852.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,$62220.00,$62220.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,3 00,9,0313,Assistant Commissioner,Annual,1,1,$96732.00,$96732.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,BX 10,10,0307,Administrative Assistant II - Excluded,Annual,1,1,$51660.00,$51660.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,BX 10,10,0307,Administrative Assistant II - Excluded,Annual,1,1,$49344.00,$49344.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,BX 10,10,0307,Administrative Assistant II - Excluded,Annual,1,1,$35280.00,$35280.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$2507.00,$2507.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,BX 14,10,9003,Criminal History Analyst,Annual,1,1,$58800.00,$58800.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,G 08,4,1380,Recruiter,Annual,1,1,$96840.00,$96840.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,G 08,4,1380,Recruiter,Annual,2,1,$92784.00,$185568.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,G 08,4,1380,Recruiter,Annual,1,1,$84924.00,$84924.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,G 08,4,1380,Recruiter,Annual,2,1,$81228.00,$162456.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,G 08,4,1380,Recruiter,Annual,3,1,$71292.00,$213876.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,GY 05,20,1308,HR Generalist (DHR),Annual,2,1,$69324.00,$138648.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$5952.00,$5952.00
Local,33,DEPARTMENT OF HUMAN RESOURCES,0100,CORPORATE FUND,1005,HUMAN RESOURCES,2005,HUMAN RESOURCES,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$3718.00,$3718.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,1 00,9,9935,Chief Procurement Officer,Annual,1,1,$167220.00,$167220.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,1 00,9,9815,Managing Deputy Procurement Officer,Annual,1,1,$130380.00,$130380.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,1 00,0,9726,First Deputy Procurement Officer,Annual,1,1,$139800.00,$139800.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,3 00,0,1646,Attorney,Annual,1,1,$114552.00,$114552.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,3 00,9,1554,Assistant Procurement Officer,Annual,1,1,$88452.00,$88452.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,BX 16,20,1304,Supervisor of Personnel Services,Annual,1,1,$87324.00,$87324.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,$69240.00,$69240.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,$65172.00,$65172.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,3 00,0,0705,Director Public Affairs,Annual,1,1,$84156.00,$84156.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,B 14,1,0703,Public Relations Rep III,Annual,1,1,$54000.00,$54000.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,BX 13,20,0366,Staff Assistant - Excluded,Annual,1,1,$67212.00,$67212.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,3 00,0,0321,Assistant to the Commissioner,Annual,1,1,$60780.00,$60780.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$3696.00,$3696.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4006,Administration,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$270.00,$270.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,2 0,53,9532,Stores Laborer,Hourly,1,1,$39.20,$81536.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,BX 15,10,1912,Project Coordinator,Annual,1,1,$58800.00,$58800.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,2 0,53,1860,Foreman of Pipe Yards,Hourly,1,1,$40.30,$83824.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,3 00,9,1556,Deputy Procurement Officer,Annual,1,1,$120372.00,$120372.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,3 00,9,1556,Deputy Procurement Officer,Annual,1,1,$116856.00,$116856.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,3 00,9,1554,Assistant Procurement Officer,Annual,1,1,$107916.00,$107916.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,$59376.00,$59376.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,3 00,0,0310,Project Manager,Annual,1,1,$79284.00,$79284.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$904.00,$904.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3006,Departmental Administration,4010,Finance Operations / IT,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$2182.00,$2182.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,BX 15,10,1912,Project Coordinator,Annual,1,1,$83340.00,$83340.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,B 10,1,0831,Personal Computer Operator III,Annual,2,1,$68028.00,$136056.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,B 10,1,0831,Personal Computer Operator III,Annual,2,1,$62004.00,$124008.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,B 10,1,0694,Reprographics Technician III,Annual,1,1,$62004.00,$62004.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,B 10,1,0431,Clerk IV,Annual,1,1,$64992.00,$64992.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,BX 13,10,0378,Administrative Supervisor,Annual,1,1,$48852.00,$48852.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,B 10,1,0302,Administrative Assistant II,Annual,2,1,$68028.00,$136056.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$2897.00,$2897.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4026,Shared Administrative Services,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$2615.00,$2615.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4105,Contract Administration,3 00,9,1557,Deputy Procurement Officer - Contract Compliance Officer,Annual,1,1,$117300.00,$117300.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4105,Contract Administration,3 00,9,1556,Deputy Procurement Officer,Annual,1,1,$117300.00,$117300.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4105,Contract Administration,3 00,9,1554,Assistant Procurement Officer,Annual,1,1,$90228.00,$90228.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4105,Contract Administration,3 00,9,1554,Assistant Procurement Officer,Annual,2,1,$87576.00,$175152.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4115,Professional Services,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$91476.00,$91476.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4115,Professional Services,BX 17,0,1508,Senior Procurement Specialist,Annual,2,1,$83340.00,$166680.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4115,Professional Services,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$68556.00,$68556.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4115,Professional Services,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$66888.00,$66888.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4115,Professional Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1524.00,$1524.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4121,Architectural and Engineering,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$91476.00,$91476.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4121,Architectural and Engineering,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$83340.00,$83340.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4121,Architectural and Engineering,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$75216.00,$75216.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4121,Architectural and Engineering,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$68556.00,$68556.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4121,Architectural and Engineering,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$66888.00,$66888.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4121,Architectural and Engineering,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$3176.00,$3176.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4125,Work Services,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$95820.00,$95820.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4125,Work Services,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$87324.00,$87324.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4125,Work Services,BX 15,10,1507,Procurement Specialist,Annual,1,1,$69240.00,$69240.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4125,Work Services,BX 15,10,1507,Procurement Specialist,Annual,1,1,$56124.00,$56124.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4125,Work Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1338.00,$1338.00
Local,35,PROCUREMENT SERVICES,0100,CORPORATE FUND,1005,PROCUREMENT SERVICES,2005,PROCUREMENT SERVICES,3012,Contract Management,4132,Vehicles and Heavy Equipment,BX 17,0,1508,Senior Procurement Specialist,Annual,1,1,$66888.00,$66888.00
